18+80	75+34,80+55,55+25,17+35,54+80,82+45,86+15,10+84,42+81,78+14,56+51,67+64,63+18,47+16,60+41,40+62,47+86,37+52,15+55,53+70,38+36,70+64,60+40,65+61,65+26,45+52,48+32,64+84,82+76,61+62,52+67,25+64
26+44	62+73,42+86,40+62,16+53,70+46,87+76,70+52,35+28,82+73,34+17,67+68,44+17,34+45,58+42,77+67,30+76,64+34,84+73,83+37,80+73,56+24,26+55,66+85,41+76,60+65,78+21,43+68,15+46,26+45,73+40,56+48,25+64
67+33	24+71,82+63,17+88,46+43,25+34,27+83,84+83,82+46,66+56,32+81,45+50,57+46,44+60,60+70,57+60,71+74,61+18,28+13,74+21,31+38,43+84,73+18,81+42,77+23,86+53,18+72,82+14,77+86,68+41,58+45,53+74,56+65
51+82	41+54,35+46,83+58,66+27,81+31,54+16,16+75,76+14,80+20,38+42,66+38,57+41,52+43,54+16,82+12,18+75,25+17,44+70,77+82,41+28,48+75,80+85,32+73,40+64,84+58,65+31,88+21,32+66,48+55,64+18,26+26,81+27
17+78	36+36,15+74,52+27,88+72,13+58,44+18,64+72,84+10,25+73,56+62,76+55,83+44,32+83,57+71,61+85,83+54,47+47,78+82,30+81,75+31,67+47,70+34,58+56,17+27,57+67,24+46,85+82,85+24,42+51,30+88,84+30,75+56
55+74	83+24,12+80,82+43,87+62,46+50,84+28,31+65,48+48,58+42,56+78,58+31,16+14,80+26,44+51,38+25,64+60,26+55,63+41,75+22,70+63,83+88,27+45,65+16,25+76,63+35,76+53,41+73,71+28,67+75,54+66,37+37,36+65
38+17	40+87,43+65,60+62,71+78,37+88,60+60,27+80,48+11,71+72,84+70,82+83,18+18,87+74,85+22,17+87,56+40,15+77,42+58,36+24,73+25,72+78,81+56,65+75,85+41,60+76,46+46,51+44,75+52,48+80,57+53,35+74,67+86
25+18	37+44,76+80,67+60,67+67,75+81,67+78,60+88,48+41,65+17,38+16,57+58,47+43,55+45,31+73,43+72,84+21,61+84,57+74,48+68,25+75,28+37,78+64,66+61,80+48,70+76,78+53,87+34,85+20,65+82,37+58,65+75,41+77
52+47	68+81,51+60,34+35,83+75,15+67,47+75,76+83,37+13,17+12,26+48,26+68,57+34,53+64,37+35,43+36,86+12,70+33,51+40,86+77,44+25,86+60,11+87,47+14,50+75,45+28,74+42,87+83,28+31,74+42,84+31,37+47,81+66
64+62	30+72,36+68,43+63,80+77,18+63,81+74,33+17,23+84,54+15,80+31,65+80,86+50,45+65,36+46,74+40,12+82,45+56,28+83,54+15,54+44,68+54,77+21,73+33,55+87,73+85,23+84,48+75,21+84,87+14,85+82,40+83,26+66
56+71	62+77,36+33,15+87,50+48,54+41,81+85,43+68,35+63,53+16,54+74,48+18,80+84,84+84,87+38,46+74,45+57,36+77,17+16,60+56,26+75,43+37,75+88,22+58,48+66,61+67,35+68,43+18,48+85,36+87,47+74,41+86,33+88
43+86	30+82,82+13,67+55,65+24,71+85,76+55,80+44,66+60,48+68,43+37,72+24,75+64,75+40,72+61,33+37,50+87,38+71,47+78,68+40,43+78,33+66,71+61,66+28,25+64,37+73,37+88,82+45,55+71,70+58,56+67,53+28,43+56
70+76	57+86,62+53,18+76,63+34,12+28,81+48,84+52,75+22,28+37,41+54,87+44,77+57,48+71,76+41,63+18,20+75,43+66,20+86,54+74,72+30,68+86,46+15,77+74,74+31,56+56,17+48,53+18,51+75,75+73,71+75,45+65,62+65
12+81	52+76,82+52,65+27,14+37,43+61,24+87,56+68,74+28,58+37,73+64,55+34,41+56,75+81,28+42,83+64,84+55,17+81,77+20,86+44,37+81,66+57,87+64,46+81,80+32,78+62,62+47,72+25,37+22,77+14,71+55,74+51,83+57
52+88	57+52,74+64,76+57,73+37,41+68,14+86,17+24,48+66,33+37,73+18,77+36,36+66,74+46,76+47,20+88,15+65,84+20,33+26,47+28,48+82,85+42,24+88,16+46,82+70,18+48,60+31,23+36,63+26,42+47,74+62,54+75,43+46
88+10	36+53,30+65,14+47,45+86,48+32,88+30,46+47,16+24,80+67,17+32,67+60,74+41,63+67,78+43,71+87,43+58,31+86,21+81,23+75,50+88,61+64,75+17,62+42,34+87,57+85,30+84,61+74,66+66,65+48,57+40,84+73,74+50
85+57	61+65,63+44,18+35,44+63,75+75,66+74,48+24,25+82,88+24,68+15,12+67,23+73,55+18,16+47,84+36,13+46,62+71,43+61,44+48,83+25,18+88,63+72,68+37,23+85,86+52,86+81,40+66,55+62,24+66,25+36,54+62,25+44
16+48	82+73,82+82,87+68,66+86,70+62,81+63,75+38,88+26,74+67,66+81,37+87,62+38,83+48,77+30,84+70,57+18,87+67,78+50,44+68,38+73,60+34,77+12,61+52,76+87,62+45,62+76,65+72,81+56,40+83,65+61,28+61,52+63
31+86	16+66,76+81,61+85,76+28,62+84,85+51,62+80,86+55,40+63,23+74,30+75,82+74,48+55,66+71,85+48,47+83,62+18,72+77,14+85,56+78,26+84,40+74,87+75,62+64,82+44,27+34,22+68,80+36,44+15,41+70,74+42,72+70
24+38	84+55,48+76,61+32,47+26,48+64,77+20,71+64,23+68,25+86,77+65,12+81,62+75,17+72,67+83,60+48,77+44,20+80,12+17,33+72,13+38,13+78,80+88,74+17,47+15,71+72,78+74,36+58,26+25,18+84,77+85,88+40,63+44
61+34	56+74,37+48,87+18,80+11,74+33,57+54,34+48,73+40,34+63,53+18,27+58,40+66,77+66,54+55,26+67,85+32,84+44,18+33,65+47,27+53,76+16,16+27,88+86,81+11,60+47,13+82,85+70,18+12,23+88,83+81,68+77,77+72
58+65	54+50,43+47,27+15,87+14,53+38,76+25,54+77,86+76,51+38,70+62,78+50,68+56,27+36,15+37,48+36,87+43,67+68,78+56,54+81,73+16,15+83,68+60,13+86,84+51,48+63,37+71,21+77,72+67,18+44,63+36,54+26,61+55
17+86	46+61,17+13,70+51,73+63,37+28,71+38,27+42,76+13,27+33,87+16,24+46,73+50,70+31,31+85,42+51,75+55,23+46,72+23,44+74,74+16,16+43,43+85,65+16,76+86,46+72,84+16,63+16,66+65,33+46,26+44,68+66,82+61
68+33	45+63,15+25,37+54,28+22,38+61,34+84,48+14,45+46,85+50,52+45,38+21,85+23,55+76,38+26,85+57,27+71,71+57,52+72,73+32,54+87,15+54,78+80,56+13,23+58,40+71,41+51,76+27,67+43,55+42,37+47,32+64,88+46
34+65	47+15,85+41,35+58,28+35,72+30,64+43,57+18,42+70,37+77,85+87,24+26,26+76,45+80,68+34,38+55,74+73,45+85,53+71,77+86,50+42,36+33,78+12,54+73,48+15,28+63,27+87,87+41,77+40,60+73,81+24,72+53,12+78
61+60	77+71,42+72,76+13,25+37,28+27,67+12,37+47,36+58,17+33,81+36,23+77,86+73,53+61,33+70,23+26,16+66,17+55,80+50,54+42,47+71,18+32,22+78,47+83,41+52,16+54,58+86,58+66,21+81,35+61,74+72,58+50,58+37
55+78	46+13,54+27,34+25,35+66,15+25,62+81,82+86,88+57,46+60,86+34,36+17,64+67,56+46,16+55,72+66,28+75,83+41,82+12,60+53,31+67,86+64,18+80,67+88,26+38,82+67,31+80,86+20,81+22,82+11,16+65,25+77,37+17
34+27	78+30,61+62,63+18,81+35,82+37,55+63,56+55,17+52,53+17,63+46,51+52,37+76,73+21,75+57,76+66,86+40,24+68,15+55,81+30,53+51,76+51,13+58,20+82,66+75,82+13,73+24,24+86,70+25,64+32,13+36,75+27,26+80
40+52	22+86,53+74,72+41,72+42,85+20,70+74,61+60,48+71,28+24,16+18,76+25,23+38,57+42,77+24,56+28,75+21,34+47,43+83,43+56,58+44,82+83,15+27,72+80,17+43,46+13,83+75,81+17,41+48,82+51,15+14,31+66,84+21
24+75	85+40,28+78,45+77,64+77,26+53,85+84,50+85,63+60,72+41,75+55,20+80,48+47,65+78,65+41,45+57,32+28,22+76,70+84,71+33,66+38,55+78,74+60,70+57,73+31,46+34,83+54,43+63,14+57,58+76,56+80,70+61,84+45
87+65	86+80,55+27,64+43,13+86,75+37,65+51,78+28,73+52,44+50,26+55,21+71,30+83,36+74,76+81,87+57,68+44,37+16,85+53,18+61,37+62,77+22,82+26,57+18,68+70,52+57,87+50,81+32,28+44,26+44,11+87,48+28,54+77
27+27	62+61,74+58,46+17,26+28,21+82,38+77,58+15,75+45,68+77,47+66,73+36,81+60,53+43,26+47,53+18,15+28,67+76,54+73,17+36,54+52,78+20,67+53,27+38,32+65,17+83,37+16,33+26,18+12,84+58,81+10,81+65,65+55
70+55	88+46,15+66,23+37,84+68,61+82,78+23,28+31,56+48,66+35,52+77,67+53,63+34,73+61,28+68,66+73,80+21,43+17,23+47,42+81,57+62,58+53,82+82,25+66,41+53,38+81,87+50,75+14,36+81,26+58,58+86,82+47,26+27
32+71	48+31,72+35,55+73,52+71,42+48,64+16,44+67,70+55,10+86,73+75,36+55,61+62,25+46,72+41,83+46,30+78,37+12,57+58,45+78,68+40,27+77,15+76,25+85,32+17,47+53,38+14,27+75,40+54,24+70,71+33,42+68,73+76
78+57	65+44,26+83,62+63,73+47,16+15,15+24,83+15,78+71,26+23,38+73,46+80,16+53,86+63,75+16,73+58,67+75,56+37,76+54,65+85,88+72,85+52,47+36,10+82,48+47,86+36,28+18,64+62,75+41,80+25,31+78,71+76,36+26
83+71	66+35,46+73,86+76,86+37,64+38,37+33,24+67,38+27,46+76,38+71,33+86,70+52,78+82,28+57,74+34,76+14,18+53,17+25,18+33,46+64,45+36,61+54,61+60,57+81,87+10,13+76,80+46,52+77,17+81,18+62,65+85,36+72
63+52	88+82,22+71,11+68,60+74,35+66,26+28,24+38,72+73,52+28,58+16,71+42,61+33,85+84,84+80,11+84,56+25,43+74,75+60,87+35,44+66,64+57,85+71,48+32,27+66,65+67,84+60,63+36,72+74,57+74,65+54,46+24,36+18
73+61	42+80,35+66,67+65,18+43,72+36,83+16,77+16,46+70,83+31,37+43,45+61,58+81,21+73,58+34,86+47,86+12,68+51,40+52,52+45,61+38,57+80,16+66,31+48,47+38,21+82,53+85,18+83,88+67,65+40,48+85,62+32,63+75
20+83	75+65,78+33,17+84,74+76,75+28,77+68,58+73,27+24,82+35,55+53,46+33,22+84,24+57,24+38,46+43,27+43,26+71,68+26,16+86,62+41,77+66,61+41,87+83,18+44,63+66,23+38,71+77,28+85,84+13,75+54,88+46,74+75
27+74	78+46,20+76,82+72,18+58,40+50,50+52,56+50,53+82,80+78,81+55,17+58,83+34,70+34,80+86,50+53,68+38,72+85,68+65,65+31,16+17,48+76,56+45,80+84,20+88,75+50,71+75,14+28,80+43,14+76,78+44,13+37,67+46
23+86	61+40,62+37,58+60,87+16,27+25,72+32,66+41,74+73,67+45,50+44,26+78,85+51,78+46,85+52,64+85,25+73,45+15,68+43,62+71,77+46,86+50,36+26,42+75,80+37,61+63,14+16,55+25,28+18,71+77,45+18,78+88,14+58
68+31	77+66,71+77,57+40,56+46,25+77,16+83,12+48,47+58,83+23,45+48,88+64,31+58,54+71,87+75,50+58,36+45,84+62,82+52,14+78,30+76,76+64,47+64,72+37,35+48,70+57,85+67,88+24,67+67,57+60,83+58,53+85,67+72
82+76	28+77,23+56,41+73,88+44,14+76,56+41,60+37,56+86,82+20,75+48,55+67,30+84,45+47,67+15,85+54,85+21,34+84,62+48,56+48,24+80,62+38,83+46,86+18,60+62,72+43,88+58,80+88,78+56,44+26,37+15,57+48,66+67
85+87	23+27,75+74,47+16,43+55,62+45,50+48,47+28,84+64,40+85,77+37,23+68,65+75,28+52,63+82,81+15,83+28,38+36,17+27,60+34,38+43,72+45,80+35,71+26,67+61,60+85,58+34,26+28,33+74,50+80,47+80,64+34,38+62
65+60	47+17,34+70,71+36,52+57,36+44,78+40,27+63,68+48,45+83,81+45,66+83,38+26,74+67,44+65,41+62,16+66,38+34,13+80,71+43,77+42,62+35,36+65,66+37,72+85,87+43,33+58,16+18,86+41,65+43,81+20,38+68,86+82
34+36	24+57,38+35,58+78,85+88,82+86,88+62,46+75,48+71,45+58,70+40,85+55,36+56,32+70,83+54,33+26,41+74,44+72,82+36,65+61,44+64,57+77,30+60,61+40,17+32,54+45,25+15,57+32,85+52,55+24,65+70,32+70,50+75
14+17	46+53,37+45,77+45,45+54,74+31,70+74,65+16,81+37,13+48,37+61,52+81,28+82,68+68,71+35,83+77,38+72,71+53,33+82,83+13,14+18,15+47,41+64,75+84,26+67,16+56,33+80,22+57,67+51,48+76,64+72,77+74,30+66
62+37	33+73,20+74,67+85,85+34,45+17,42+71,68+68,84+45,87+36,35+64,83+83,81+24,47+63,25+82,68+47,46+82,84+10,43+84,88+73,53+71,31+75,74+73,81+28,31+63,55+40,72+57,70+74,26+68,18+64,87+11,58+14,87+33
68+78	17+15,82+21,76+42,16+28,63+40,14+25,61+45,44+55,80+55,68+40,70+34,80+58,66+86,27+38,81+61,31+86,82+68,43+87,63+17,67+48,65+55,32+28,54+15,77+62,38+36,43+28,83+35,13+78,80+11,40+80,44+35,53+80
44+77	14+85,76+64,87+33,70+28,84+53,31+28,58+86,86+74,48+16,72+61,72+31,27+15,27+26,56+54,30+75,25+66,38+15,26+16,38+27,45+50,86+10,70+44,57+51,46+27,62+84,25+88,48+24,41+80,74+81,52+60,20+83,66+40
34+55	43+87,68+35,47+15,88+78,26+18,15+14,86+50,84+78,87+76,44+85,62+63,35+56,87+80,26+18,64+66,57+63,68+38,86+42,76+13,70+43,67+28,38+57,85+56,62+85,61+82,34+56,33+46,73+88,20+72,85+57,67+36,81+23
27+54	48+57,15+47,61+87,60+41,88+10,23+26,43+56,68+43,28+34,85+67,45+66,12+77,67+51,25+38,15+75,33+18,82+73,52+18,87+16,38+71,38+64,82+55,63+55,20+78,87+41,81+57,46+66,23+48,87+25,25+47,82+58,14+57
76+70	47+45,73+78,53+52,34+61,35+71,45+72,15+14,85+33,85+77,23+73,30+66,25+70,76+65,66+65,75+28,28+71,41+51,54+47,34+17,58+21,51+44,45+53,28+87,62+71,76+20,47+68,56+80,63+37,80+50,78+75,73+44,24+72
72+81	55+74,31+67,42+87,65+40,37+68,83+61,51+51,38+17,37+83,33+36,12+47,75+81,61+47,20+80,75+65,52+54,88+10,66+13,63+68,68+35,80+61,56+62,15+67,68+33,83+60,47+26,83+16,38+65,67+12,51+77,34+72,70+47
35+70	62+40,88+88,65+81,77+87,72+76,55+63,42+56,21+72,84+18,60+80,52+51,54+66,82+63,44+74,15+47,27+28,63+31,60+50,80+26,87+26,47+18,85+57,15+87,50+61,67+32,48+16,34+68,38+46,78+53,17+35,26+28,25+48
86+80	56+61,55+64,58+16,81+61,65+16,24+74,71+65,65+78,42+77,87+88,60+32,38+18,85+73,44+64,37+55,12+58,74+24,27+33,84+87,26+35,73+65,17+48,51+58,76+28,10+80,78+33,11+83,75+54,17+35,27+81,16+25,32+68
63+77	66+60,13+48,21+87,21+76,40+87,75+71,48+15,16+46,35+58,38+33,13+48,47+35,28+54,12+84,80+22,17+27,51+52,35+70,15+48,88+84,54+77,83+56,68+23,86+78,54+53,14+45,67+53,42+78,13+66,41+72,38+44,77+73
20+85	17+74,47+33,68+31,68+66,77+60,21+84,48+88,88+58,46+23,80+41,65+56,63+82,23+47,43+38,71+42,81+45,58+12,45+86,84+34,87+83,58+33,34+26,67+78,62+57,65+76,28+53,27+80,52+17,22+74,47+66,50+50,78+53
24+36	66+15,44+70,85+31,16+34,15+57,31+58,38+84,70+75,25+48,62+77,40+84,83+54,35+44,17+35,18+36,47+73,65+56,46+60,83+16,27+52,27+66,87+11,87+86,65+68,36+28,85+81,52+46,26+13,78+15,80+22,62+63,81+63
51+40	36+47,35+54,26+15,25+55,80+55,34+62,75+27,72+68,47+73,35+84,67+12,37+25,24+48,47+32,54+43,38+23,32+58,74+57,87+71,18+21,75+25,86+83,16+83,57+85,58+36,75+51,54+46,65+87,47+36,51+85,38+24,34+35
77+63	47+84,10+85,60+68,15+46,35+14,25+88,27+45,46+74,25+85,88+40,74+85,74+47,35+36,63+27,86+80,58+40,38+38,88+63,12+80,13+16,25+71,62+30,76+40,38+83,50+65,58+45,82+28,14+47,88+30,86+21,37+43,26+15
85+20	18+55,47+56,77+20,50+83,83+64,83+20,46+80,43+72,14+17,26+16,33+60,67+60,33+58,68+51,60+88,51+51,87+52,63+52,82+57,57+72,76+41,74+45,82+15,63+18,43+18,77+50,27+12,28+84,16+65,74+77,47+44,76+31
43+28	48+51,42+71,78+12,84+65,75+38,84+22,73+68,60+58,76+57,37+67,15+44,34+16,32+75,81+73,34+77,82+66,85+18,85+64,72+17,53+73,38+52,83+25,48+47,70+22,42+55,56+34,54+53,18+81,15+27,18+63,52+82,72+68
78+51	68+74,16+81,83+57,77+77,26+54,67+57,50+45,16+83,64+50,25+17,70+21,75+53,28+32,87+48,27+64,78+85,85+88,15+67,28+36,23+78,57+61,47+28,53+52,28+41,66+46,16+16,64+26,65+53,46+28,57+27,63+63,35+38
36+71	37+35,65+38,53+66,41+75,82+18,65+18,85+45,18+80,64+42,32+77,26+35,88+45,78+40,74+67,28+58,57+68,54+63,60+87,68+42,68+88,85+40,13+86,71+22,20+76,21+86,43+88,60+34,67+50,57+63,87+11,48+35,66+38
72+17	66+84,32+38,86+72,22+28,78+55,18+83,85+33,37+63,65+73,45+70,70+22,76+37,74+21,87+20,72+33,77+42,74+62,83+38,77+53,34+71,56+81,60+78,13+16,73+40,31+63,74+20,38+63,64+51,70+25,46+33,53+68,51+80
76+17	47+32,68+82,16+84,34+35,67+23,54+47,76+41,12+28,27+81,33+83,35+15,83+83,82+40,47+57,43+64,26+78,72+27,81+70,70+88,51+76,80+75,16+53,33+58,77+76,64+34,58+44,47+51,25+16,54+84,16+37,66+70,58+53
64+25	42+74,60+30,82+32,78+76,32+66,66+87,82+76,47+66,48+16,76+68,72+21,70+48,33+67,86+85,22+76,82+11,34+60,55+64,31+81,42+51,85+78,25+57,74+73,48+45,34+28,40+76,26+45,77+58,83+74,40+50,78+24,54+40
65+30	26+78,82+10,16+36,84+16,58+55,27+87,54+64,15+67,58+53,82+24,22+80,46+54,67+84,84+48,33+60,17+57,86+33,44+51,82+54,71+36,81+82,81+15,67+68,58+35,83+52,44+87,88+25,81+12,82+75,25+55,14+86,56+24
42+37	60+51,48+13,43+64,70+70,68+72,11+28,42+76,42+64,65+32,72+45,81+65,74+34,70+28,18+81,80+85,38+56,35+87,58+21,71+21,53+65,65+43,54+60,88+35,68+55,36+81,24+58,58+60,15+24,85+42,62+33,72+17,42+72
27+64	48+88,48+85,42+38,41+55,85+51,24+85,63+26,62+47,52+52,83+45,73+64,17+14,52+63,44+53,28+38,45+35,44+80,80+46,71+28,30+85,85+37,70+22,62+47,25+17,77+83,73+30,61+34,83+56,84+46,25+16,88+18,61+33
67+54	85+71,12+38,73+38,81+87,53+17,31+87,54+16,36+43,27+74,31+86,43+60,67+41,33+83,45+66,70+22,70+37,81+62,25+44,51+41,58+17,73+62,67+80,26+15,88+57,44+55,61+40,16+67,52+46,31+84,82+76,11+80,42+87
52+72	46+48,73+58,33+58,17+84,76+30,46+44,54+85,76+52,63+88,81+23,61+34,13+82,41+87,55+81,71+41,28+15,72+17,17+66,61+74,57+67,63+75,51+63,37+24,41+60,84+43,64+83,81+78,64+38,28+51,75+41,67+63,25+70
33+68	82+87,75+72,35+70,48+83,31+80,25+34,56+26,25+25,67+74,34+17,85+87,78+33,86+55,32+73,76+30,62+78,45+64,65+27,12+85,46+37,75+75,38+24,58+71,81+26,15+87,77+20,77+58,44+26,81+54,75+56,37+52,64+80
36+58	85+78,52+82,22+38,15+44,75+33,45+88,64+72,65+61,70+26,88+10,78+53,62+63,26+27,25+86,85+86,38+48,17+16,57+48,57+42,75+60,73+57,44+47,80+20,22+85,54+53,38+64,66+83,63+87,83+85,47+73,70+42,61+62
72+74	64+47,56+17,15+88,36+76,50+71,46+58,56+56,82+68,64+68,75+43,57+87,43+38,70+51,77+71,84+14,26+55,20+83,67+62,86+28,35+35,70+46,48+17,66+47,17+57,80+36,57+42,51+85,35+26,34+62,25+78,72+50,50+73
61+47	38+55,38+12,68+47,18+27,54+74,57+83,87+43,74+44,61+57,31+82,83+80,36+38,65+48,73+44,75+61,44+57,18+77,33+61,51+61,62+61,40+88,35+44,28+58,76+60,35+68,54+53,71+31,67+15,24+76,87+41,37+48,42+87
68+16	18+26,66+53,68+56,32+57,82+36,72+66,17+14,33+63,28+53,21+74,75+60,71+56,34+70,58+82,65+32,52+60,81+76,16+36,81+44,40+82,35+35,42+53,68+25,58+16,51+87,85+62,71+52,81+75,21+84,64+45,56+14,56+34
70+75	78+60,66+54,26+83,16+58,63+48,52+78,13+37,70+42,30+65,67+18,58+72,65+78,77+81,57+70,72+88,23+77,82+40,26+71,71+58,83+77,58+40,78+83,74+34,25+86,17+27,44+55,55+42,77+65,46+67,52+57,84+15,83+78
83+64	56+23,86+13,54+58,24+36,78+67,58+53,84+70,68+84,81+51,80+41,32+18,83+66,72+83,28+77,73+64,36+46,64+78,77+13,48+45,33+84,18+13,82+13,77+67,71+61,73+35,66+24,65+32,67+74,35+38,48+44,55+71,10+86
81+31	52+55,67+40,54+38,37+63,75+73,53+44,76+31,76+65,31+82,84+74,73+60,41+52,76+30,83+41,73+84,80+48,56+76,56+88,87+77,66+77,41+55,43+81,41+62,73+34,50+53,48+16,83+60,82+20,62+65,44+15,64+42,47+66
72+76	84+53,68+78,68+62,77+75,58+83,73+33,71+25,67+35,13+26,67+42,80+21,74+71,62+40,38+58,73+34,68+44,51+65,13+56,75+17,33+74,47+65,54+52,73+53,36+60,67+22,51+46,48+44,45+24,48+13,63+28,46+62,63+45
